,horse_name,win_loss_rate,is_winner
0, 勁辣椒  ,11.0,0
1, 金巴利來,3.75,0
2, 合利高  ,20.0,0
3, 揀得準  ,3.45,1
4, 銀城威龍,25.0,0
5, 勁駿    ,11.0,0
6, 瀟洒靚龍,8.15,0
7, 勵盈    ,18.0,0
8, 帝皇福星,35.0,0
9, 實在好  ,11.0,0
10, 千笑    ,32.0,0
11, 搏得過  ,15.0,0
