,horse_name,win_loss_rate,is_winner
0, 鑽之寶  ,23.0,0
1, 好辣椒  ,6.2,0
2, 領爵    ,12.0,0
3, 大勇    ,4.5,0
4, 你好我好,15.0,0
5, 中華駿馬,99.0,0
6, 喜盛龍  ,3.9,1
7, 海力童  ,27.0,0
8, 花旗駿雷,8.15,0
9, 奇蹟    ,5.75,0
10, 多津美  ,99.0,0
11, 美極之王,27.0,0
