,horse_name,win_loss_rate,is_winner
0, 盈驥    ,8.0,0
1, 可圈可点,4.15,0
2, 馬中神駒,2.4,1
3, 魅力寶  ,5.9,0
4, 大情大勝,44.0,0
5, 幸運小寶,85.0,0
6, 威士紀  ,48.0,0
7, 亞洲橙王,10.0,0
8, 永利多  ,22.0,0
9, 得眾    ,40.0,0
10, 威霸龍  ,29.0,0
11, 眼鏡之寶,82.0,0
