,horse_name,win_loss_rate,is_winner
0, 快而威,10.0,0
1, 師兄出馬,3.8,1
2, 高達,9.6,0
3, 齊齊贏,10.0,0
4, 輕易取勝,40.0,0
5, 好犀利,13.0,0
6, 國家富強,4.5,0
7, 紫龍王,6.1,0
8, 能源之光,29.0,0
9, 晨曦映雪,28.0,0
10, 神龍奏凱,13.0,0
11, 百威力,29.0,0
