,horse_name,win_loss_rate,is_winner
0, 確叻迅  ,58.0,0
1, 將男    ,4.4,1
2, 超群名駒,46.0,0
3, 旅遊名牌,15.0,0
4, 鴻福滿滿,6.4,0
5, 魅力星  ,18.0,0
6, 迎風起舞,81.0,0
7, 皇龍戰駒,9.5,0
8, 御皇鷹  ,9.4,0
9, 君河    ,6.65,0
10, 幸運聖  ,5.75,0
11, 勁友福  ,8.15,0
