,horse_name,win_loss_rate,is_winner
0, 勁信心  ,10.0,0
1, 飛躍之駒,2.85,1
2, 共同目標,13.0,0
3, 聚豪精英,14.0,0
4, 田園名駒,35.0,0
5, 勁快    ,13.0,0
6, 震撼    ,38.0,0
7, 歡欣星  ,4.65,0
8, 神奇飛龍,7.0,0
9, 華劍寶  ,47.0,0
10, 元豐泰  ,9.55,0
11, 銀城威龍,99.0,0
