,horse_name,win_loss_rate,is_winner
0, 寰宇風情,77.0,0
1, 時尚寶,9.8,0
2, 出騏好,18.0,0
3, 千里馬,10.0,0
4, 特擊,15.0,0
5, 開心財星,4.3,1
6, 神劍金剛,5.6,0
7, 精彩非凡,39.0,0
8, 美好威望,41.0,0
9, 紫龍王,7.1,0
10, 紅藍精神,35.0,0
11, 海豚星,82.0,0
12, 野蠻,4.6,0
13, 眼鏡之寶,34.0,0
