,horse_name,win_loss_rate,is_winner
0, 金碧明珠,2.9,1
1, 風雲小子,9.1,0
2, 自由行,3.1,0
3, 牛精福星,7.2,0
4, 星運爵士,74.0,0
5, 天仲之寶,22.0,0
6, 勁闖,52.0,0
7, 綠色駿馬,12.0,0
8, 祝福,25.0,0
9, 高智慧,50.0,0
10, 駿河,25.0,0
11, 獨步青雲,84.0,0
12, 豐富,39.0,0
13, 百勝駒,99.0,0
