,horse_name,win_loss_rate,is_winner
0, 糖果精英,18.0,0
1, 百浚,34.0,0
2, 勁彩寶蹄,69.0,0
3, 同聲氣,99.0,0
4, 豐裕,46.0,0
5, 零用錢,7.6,0
6, 財到得勝,3.9,0
7, 贏得寶,11.0,0
8, 卓越成就,86.0,0
9, 卓爾不凡,21.0,0
10, 好運王,29.0,0
11, 豪俠本色,99.0,0
12, 寶樹勁盈,2.2,1
13, 常山鎮寶,13.0,0
