Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20120118,05,5,江山如畫,5,王志偉,126,9,73,姚,1053,7.6,6.1,6.9,247.0,207.0,2.2,1 1,1,12.59 21.66 22.84,(0.57.09),頭馬
20120118,05,8,駟馬難追,5,柏寶,120,2,63,文,1043,4.6,4.5,3.5,478.0,290.0,1.6,3 3,2,12.63 21.82 22.71,(0.57.16),頸
20120118,05,6,但求勝,4,蔡明紹,124,7,71,東,1223,2.8,4.1,4.1,410.0,268.0,1.7,6 4,3,12.91 21.66 22.79,(0.57.36),1-3/4
20120118,05,1,齊哈哈,3,楊明綸,130,3,78,李,1043,46.0,37.0,59.0,28.0,30.0,15.0,11 12,4,13.23 21.98 22.24,(0.57.45),2-1/4
20120118,05,12,韻出真愛,4,郭立基,117,4,62,文,984,47.0,27.0,42.0,40.0,59.0,7.7,5 6,5,12.79 21.9 22.79,(0.57.48),2-1/2
20120118,05,10,首飾達寶,4,韋達,119,5,64,蔡,1176,5.8,6.0,4.5,375.0,251.0,1.8,7 7,6,12.91 21.82 22.76,(0.57.49),2-1/2
20120118,05,2,勁有盈,7,蘇狄雄,128,11,78,伍,1060,11.0,8.4,9.1,187.0,233.0,2.0,9 8,7,13.11 21.66 22.9,(0.57.67),3-1/2
20120118,05,4,喜盈門,4,普萊西,129,1,74,徐,1084,26.0,14.0,18.0,94.0,100.0,4.6,8 9,8,12.99 21.98 22.78,(0.57.75),4
20120118,05,3,心甜意合,4,賴維銘,128,10,75,吳,1168,34.0,26.0,40.0,42.0,46.0,9.9,10 11,9,13.23 21.98 22.59,(0.57.8),4-1/2
20120118,05,11,龍武軍,7,吳嘉晉,108,6,63,葉,1108,25.0,29.0,44.0,38.0,49.0,9.4,4 5,10,12.71 21.86 23.32,(0.57.89),5
20120118,05,9,常山鳳寶,7,紀仁安,122,8,67,告,1154,15.0,14.0,17.0,97.0,113.0,4.1,2 2,11,12.63 21.82 23.48,(0.57.93),5-1/4
20120118,05,7,銀子彈,4,何澤堯,119,12,69,方,1097,25.0,36.0,58.0,29.0,31.0,14.0,12 10,12,13.23 21.78 23.13,(0.58.14),6-1/2
20120121,10,4,勝利之星,4,白德民,131,6,83,摩,1111,6.2,6.5,8.5,317.0,233.0,2.9,14 13 12,13,14.82 22.5 22.98 23.7,(1.24.00),8-3/4
20120121,10,2,旅遊名牌,4,吳嘉晉,123,1,85,葉,1093,63.0,61.0,94.0,28.0,36.0,19.0,9 11 13,14,14.42 22.86 23.18 23.87,(1.24.33),11
