Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20140628,10,7,首席,4,貝湯美,122,12,69,摩,1130,12.0,12.0,15.0,148.0,144.0,4.4,1 4 2,1,24.09 23.15 23.88 23.34,(1.34.46),頭馬
20140628,10,9,勝算高,6,呂卓賢,111,2,65,容,1089,43.0,30.0,31.0,74.0,82.0,7.7,9 10 8,2,24.77 23.11 23.64 23.19,(1.34.71),1-1/2
20140628,10,1,陽明星星,4,郭能,133,5,80,鄭,1085,3.8,4.1,3.7,628.0,404.0,1.6,7 8 9,3,24.49 23.15 23.88 23.35,(1.34.87),2-1/2
20140628,10,6,凱倫之寶,3,莫雷拉,124,8,71,沈,986,7.1,4.1,4.5,513.0,398.0,1.6,10 9 12,4,24.89 22.99 23.84 23.28,(1.35.00),3-1/2
20140628,10,3,開心至愛,6,布文,128,6,75,方,1125,19.0,18.0,25.0,89.0,89.0,7.1,8 6 5,5,24.65 22.91 23.76 23.92,(1.35.24),5
20140628,10,5,各適其適,5,潘頓,127,13,74,葉,1169,11.0,11.0,12.0,182.0,181.0,3.5,12 11 11,6,25.05 23.03 23.64 23.57,(1.35.29),5-1/4
20140628,10,4,馬飛龍,4,薛寶力,124,7,71,賢,1061,9.7,10.0,12.0,179.0,182.0,3.5,11 12 10,7,24.97 23.11 23.52 23.82,(1.35.42),6
20140628,10,8,聰明波,4,蔡明紹,121,4,68,東,1062,6.9,6.7,4.9,468.0,334.0,1.9,3 1 1,8,24.17 22.75 24.12 24.5,(1.35.54),6-3/4
20140628,10,12,勝風,6,李富,117,11,64,賢,1054,42.0,50.0,76.0,30.0,32.0,19.0,14 14 13,9,25.49 22.95 23.32 23.89,(1.35.65),7-1/2
20140628,10,11,勝利攻略,6,黎海榮,115,14,64,文,1006,39.0,50.0,70.0,33.0,36.0,17.0,13 13 14,10,25.25 23.07 23.72 23.91,(1.35.95),9-1/4
20140628,10,14,多旺財,4,梁家俊,114,1,61,孫,1210,9.4,9.4,7.2,319.0,273.0,2.3,5 7 6,11,24.37 23.27 23.8 24.59,(1.36.03),9-3/4
20140628,10,2,首飾孖寶,5,柏寶,132,9,79,蔡,1044,24.0,30.0,40.0,57.0,71.0,8.9,6 2 3,12,24.45 22.59 24.08 25.16,(1.36.28),11-1/2
20140628,10,10,盈豐駿駒,4,普萊西,117,10,64,姚,1091,11.0,45.0,56.0,41.0,38.0,16.0,2 3 4,13,24.13 23.11 24.04 25.48,(1.36.76),14-1/2
20140628,10,13,健康真知,5,田泰安,115,3,62,何,1104,27.0,31.0,46.0,49.0,49.0,12.0,4 5 7,14,24.29 23.19 24 25.9,(1.37.38),18-1/4
