Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20141015,08,13,準備就緒,4,何澤堯,116,14,81,方,1089,8.2,7.8,3.7,725.0,419.0,1.8,13 13 13,1,28.87 23.4 24.33 22.21,(1.38.81),頭馬
20141015,08,2,如你所願,5,羅理雅,131,1,94,蔡,1210,10.0,5.6,9.0,301.0,289.0,2.6,6 4 3,2,28.23 23.52 24.09 23.23,(1.39.07),1-3/4
20141015,08,6,活力歡騰,4,李富,125,3,88,摩,1171,5.0,6.9,6.4,427.0,368.0,2.1,3 6 4,3,28.15 23.64 24.05 23.31,(1.39.15),2-1/4
20141015,08,7,迎風飄揚,5,韋達,125,2,88,東,1073,16.0,8.0,8.7,312.0,283.0,2.7,10 9 7,4,28.51 23.48 24.05 23.11,(1.39.15),2-1/4
20141015,08,9,勁感,5,梁家俊,121,8,86,高,1037,42.0,46.0,33.0,81.0,108.0,7.0,8 10 8,5,28.39 23.68 24.01 23.12,(1.39.2),2-1/2
20141015,08,8,齊歡笑,7,巫斯義,125,7,88,鄭,1098,18.0,28.0,27.0,98.0,113.0,6.7,12 12 12,6,28.75 23.4 24.25 22.82,(1.39.22),2-1/2
20141015,08,5,金獅快將,5,潘頓,125,5,88,時,1097,16.0,27.0,29.0,91.0,95.0,8.0,1 1 1,7,27.91 23.52 24.17 23.63,(1.39.23),2-1/2
20141015,08,1,經典皇牌,7,鄭雨滇,133,10,96,胡,1161,10.0,13.0,21.0,125.0,126.0,6.1,14 14 14,8,29.15 23.24 24.33 22.6,(1.39.32),3-1/4
20141015,08,11,風雲,6,田泰安,120,6,83,文,1151,17.0,11.0,11.0,233.0,262.0,2.9,2 2 2,9,28.07 23.48 24.09 23.75,(1.39.39),3-1/2
20141015,08,4,熱爆男,5,杜利萊,128,12,91,鄭,1095,10.0,8.7,10.0,251.0,238.0,3.2,9 8 10,10,28.47 23.48 24.25 23.7,(1.39.9),6-3/4
20141015,08,12,好加加,4,黎海榮,116,9,81,何,1106,19.0,20.0,13.0,208.0,133.0,5.7,11 11 11,11,28.51 23.6 24.21 23.71,(1.40.03),7-3/4
20141015,08,3,喜蓮巨星,4,蔡明紹,129,11,92,東,1194,4.0,5.2,6.4,424.0,312.0,2.4,5 3 5,12,28.19 23.48 24.25 24.88,(1.40.8),12-1/2
20141015,08,14,競技英雄,7,賴維銘,118,13,81,賢,1196,54.0,84.0,99.0,15.0,21.0,34.0,4 5 6,13,28.19 23.56 24.21 24.99,(1.40.95),13-1/4
20141015,08,10,勁飛翔,6,蘇狄雄,120,4,85,葉,1145,60.0,99.0,99.0,13.0,15.0,50.0,7 7 9,14,28.31 23.56 24.29 25.23,(1.41.39),16-1/4
