Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20080112,02,5,飛天快馬,5,韋達,121,5,68,時,1106,2.1,2.0,2.1,439.0,287.0,1.1-1.4,2 2 1,1,,(1.40.3),頭馬
20080112,02,8,駔驍之首,4,冼文諾,115,6,62,摩,1096,6.8,5.0,3.6,259.0,173.0,1.1-1.9,5 3 2,2,,(1.40.5),1-1/4
20080112,02,2,甜在心頭,8,杜利萊,127,3,74,吳,1038,6.3,7.3,6.9,133.0,136.0,1.2-2.2,3 4 4,3,,(1.40.7),2-1/2
20080112,02,1,好運贏家,7,黎海榮,126,8,76,安,1101,8.7,8.9,10.0,86.0,65.0,1.8-4,7 7 6,4,,(1.41.0),4
20080112,02,7,皇河,7,薄奇能,119,7,66,時,1146,9.2,12.0,14.0,62.0,51.0,2.1-4.8,4 5 5,5,,(1.41.1),4-3/4
20080112,02,3,神殿,7,杜鵬志,122,2,69,胡,1201,7.8,7.3,8.8,105.0,78.0,1.6-3.4,8 8 8,6,,(1.41.3),6-1/4
20080112,02,6,乖巧,7,徐君禮,114,4,66,賀,1049,24.0,31.0,38.0,24.0,19.0,4.4-11,1 1 3,7,,(1.41.8),9
20080112,02,4,綠駿之威,6,賴維銘,119,1,68,葉,1188,26.0,52.0,71.0,12.0,13.0,6-15,6 6 7,8,,(1.42.4),13-1/4
