Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20150321,03,13,中國好,9,黎海榮,111,14,20,時,1063,29.0,29.0,42.0,49.0,61.0,9.0,14 14 13,1,14.62 22.56 24.01 22.84,(1.24.03),頭馬
20150321,03,12,太陽辰,5,柏寶,121,13,28,李,1084,22.0,28.0,25.0,83.0,98.0,5.5,2 2 2,2,13.7 22.28 24.49 23.63,(1.24.1),頸
20150321,03,10,軍號,6,鄭雨滇,123,7,30,呂,1064,6.8,6.7,8.5,250.0,266.0,2.0,6 7 7,3,13.98 22.48 24.33 23.36,(1.24.15),3/4
20150321,03,8,金瀛,6,潘頓,125,4,32,徐,1087,2.6,2.5,1.8,1165.0,554.0,1.0,4 4 3,4,13.78 22.52 24.25 23.6,(1.24.15),3/4
20150321,03,5,齊齊健康,3,韋達,129,2,36,東,1126,5.9,4.0,6.0,351.0,250.0,2.2,8 6 6,5,14.06 22.4 24.25 23.51,(1.24.22),1-1/4
20150321,03,9,齊齊歡欣,4,梁家俊,122,12,31,姚,1055,39.0,58.0,25.0,82.0,116.0,4.7,1 1 1,6,13.62 22.2 24.53 23.88,(1.24.23),1-1/4
20150321,03,2,環保之星,7,黃皓楠,121,6,38,賀,1072,14.0,15.0,13.0,161.0,158.0,3.4,13 12 12,7,14.54 22.4 24.13 23.28,(1.24.35),2
20150321,03,14,凱旋威,7,湯智傑,113,5,10,吳,1027,24.0,40.0,59.0,35.0,55.0,9.9,10 8 9,8,14.26 22.36 24.29 23.5,(1.24.41),2-1/4
20150321,03,4,升力,6,杜利萊,130,3,37,鄭,1069,8.0,9.7,13.0,152.0,155.0,3.5,3 3 4,9,13.78 22.36 24.45 23.83,(1.24.42),2-1/2
20150321,03,7,贏馬加鞭,3,莫雷拉,127,1,34,摩,1138,14.0,17.0,17.0,120.0,110.0,4.9,5 5 5,10,13.86 22.48 24.29 23.98,(1.24.61),3-1/2
20150321,03,6,蜚聲國際,6,羅理雅,127,9,34,高,1154,27.0,22.0,36.0,59.0,72.0,7.5,7 9 8,11,14.02 22.68 24.13 23.9,(1.24.73),4-1/4
20150321,03,1,伴你同行,4,何澤堯,131,11,40,蘇,1020,94.0,99.0,223.0,9.0,15.0,36.0,12 13 14,12,14.54 22.56 24.17 23.55,(1.24.82),5
20150321,03,3,日月光華,4,楊明綸,128,8,37,葉,1045,46.0,91.0,134.0,15.0,32.0,16.0,9 10 10,13,14.18 22.56 24.25 23.86,(1.24.85),5
20150321,03,11,穩佔先機,5,田泰安,122,10,29,苗,1076,24.0,46.0,59.0,35.0,45.0,12.0,11 11 11,14,14.38 22.52 24.13 23.83,(1.24.86),5-1/4
