Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20130414,08,5,首飾多寶,4,蘇狄雄,125,9,75,蔡,1051,13.0,12.0,11.0,213.0,202.0,3.0,2 3 4 4,1,13.59 22.95 25.22 24.68 23.46,(1.49.9),頭馬
20130414,08,4,駕翠,5,黎海榮,126,10,75,文,1076,20.0,21.0,26.0,88.0,126.0,4.8,5 7 7 8,2,13.67 23.31 25.22 24.6 23.25,(1.50.05),3/4
20130414,08,2,陽光普照,5,呂卓賢,123,8,80,何,1229,8.6,7.6,5.2,450.0,336.0,1.8,1 1 1 1,3,13.47 22.67 25.22 24.64 24.16,(1.50.16),1-1/4
20130414,08,12,綠豆爽,4,楊明綸,111,3,60,告,1061,6.4,9.9,5.0,472.0,303.0,2.0,7 6 6 5,4,13.79 23.19 24.98 24.6 23.65,(1.50.21),1-3/4
20130414,08,8,安甲,5,郭立基,123,6,70,高,1087,6.0,8.1,10.0,218.0,219.0,2.8,4 4 3 3,5,13.63 22.99 25.06 24.6 24.03,(1.50.31),2-1/2
20130414,08,6,薄荷糖,5,柏寶,124,1,71,方,1064,9.7,12.0,11.0,199.0,158.0,3.8,8 8 8 7,6,13.83 23.39 25.02 24.52 23.62,(1.50.38),3
20130414,08,9,幸運勝利,3,蔡明紹,120,4,69,東,1107,3.4,2.2,2.8,852.0,411.0,1.5,11 12 10 10,7,14.11 23.43 24.98 24.56 23.43,(1.50.51),3-3/4
20130414,08,7,新妙星,5,薛寶力,123,5,70,時,1186,15.0,16.0,19.0,122.0,159.0,3.8,6 5 5 6,8,13.75 23.03 25.18 24.64 24.03,(1.50.63),4-1/2
20130414,08,3,香檳歲月,6,馬偉昌,132,2,79,鄭,1050,19.0,22.0,27.0,85.0,102.0,5.9,9 9 9 9,9,14.03 23.19 25.18 24.6 23.66,(1.50.66),4-3/4
20130414,08,1,闊袍大袖,6,吳嘉晉,126,11,80,葉,1206,12.0,16.0,19.0,120.0,115.0,5.3,10 10 12 11,10,14.07 23.39 25.34 24.4 23.73,(1.50.93),6-1/2
20130414,08,10,財駿福星,7,湯智傑,117,12,66,姚,1116,45.0,83.0,99.0,19.0,26.0,23.0,3 2 2 2,11,13.59 22.67 25.26 24.64 24.77,(1.50.93),6-1/2
20130414,08,11,馬主光輝,6,何澤堯,113,7,62,沈,1036,34.0,45.0,62.0,38.0,50.0,12.0,12 11 11 12,12,14.19 23.31 25.14 24.6 23.85,(1.51.09),7-1/2
