Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20090521,06,2,勇猛神駒,5,韋達,132,9,83,安,1074,2.2,3.3,4.1,326.0,194.0,1.7,11  11  11,1,29.28 24.46 24.04 22.85,(1.40.6),頭馬
20090521,06,6,搏得威,9,魯柏軒,124,8,82,告,1186,31.0,46.0,59.0,22.0,29.0,11.0,2  3  3,2,28.2 24.66 24.12 23.7,(1.40.7),頸
20090521,06,3,好兄弟,5,柏寶,132,11,83,方,1028,9.9,6.5,7.5,177.0,136.0,2.4,7  8  7,3,28.72 24.62 24.16 23.19,(1.40.7),頸
20090521,06,5,瀟洒叻龍,8,鄭雨滇,129,4,82,徐,1086,19.0,15.0,19.0,69.0,73.0,4.4,3  2  1,4,28.28 24.46 23.8 24.2,(1.40.7),1/2
20090521,06,8,一團威,3,湯智傑,127,1,81,文,1046,37.0,38.0,54.0,24.0,27.0,11.0,4  6  5,5,28.44 24.62 24.2 23.7,(1.41.0),2
20090521,06,1,奇異之星,5,韋健仕,133,5,84,賀,1070,32.0,19.0,19.0,67.0,60.0,5.4,1  1  2,6,28.12 24.5 24 24.35,(1.41.0),2
20090521,06,12,精英財星,4,梁明偉,111,7,65,華,1080,5.9,7.3,6.4,208.0,113.0,2.9,10  9  8,7,29.08 24.34 24.12 23.44,(1.41.0),2-1/4
20090521,06,4,駿馬大師,5,白德民,132,6,83,摩,1082,8.8,5.6,4.3,310.0,222.0,1.4,9  10  10,8,29.04 24.54 24.12 23.44,(1.41.1),3-1/4
20090521,06,9,大將雄心,3,蔡明紹,120,10,83,東,1051,24.0,44.0,52.0,25.0,23.0,13.0,12  12  12,9,29.52 24.58 24.16 23.12,(1.41.4),4-3/4
20090521,06,11,緣是燦爛,5,楊啟棠,124,12,78,吳,971,19.0,17.0,16.0,81.0,89.0,3.6,6  4  4,10,28.56 24.42 24.24 24.31,(1.41.5),5-1/2
20090521,06,7,金獅勇將,7,勞愛德,130,2,81,時,1164,11.0,8.7,8.9,149.0,127.0,2.6,8  5  6,11,28.8 24.26 24.28 24.44,(1.41.8),7-1/4
20090521,06,10,無敵福星,4,梁家俊,120,3,78,蘇,1006,25.0,11.0,8.4,158.0,94.0,3.4,5 7 9,12,28.48 24.66 24.56 24.74,(1.42.4),11-1/4
