Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20080915,08,13,高峰,4,鄭雨滇,113,7,80,沈,1250,5.2,7.2,7.0,221.0,160.0,2.3-2.3,8 6,1,13.83 20.6 22.12,(56.6),頭馬
20080915,08,3,非我莫屬,7,冼毅力,126,8,91,呂,1065,19.0,16.0,21.0,73.0,84.0,4.4-4.4,13 13,2,14.27 20.96 21.34,(56.6),短頭
20080915,08,8,鷹闖,3,白德民,120,6,85,摩,1096,5.8,4.7,6.3,246.0,211.0,1.8-1.8,10 7,3,13.87 20.68 22.17,(56.7),1-1/4
20080915,08,6,步步勝,5,楊啟棠,117,4,87,苗,1182,17.0,26.0,24.0,63.0,53.0,7.1-7.1,1 1,4,13.55 20.56 22.62,(56.7),1-1/4
20080915,08,4,愛馬寶,5,杜利萊,123,11,88,方,1179,17.0,27.0,26.0,58.0,51.0,7.4-7.4,12 11,5,14.07 20.68 22.01,(56.8),1-1/2
20080915,08,12,孖寶神駒,5,湯智傑,111,1,81,安,1152,15.0,38.0,17.0,87.0,62.0,6-6,7 5,6,13.79 20.64 22.34,(56.8),1-1/2
20080915,08,14,驊中龍,6,徐君禮,110,9,80,賀,1099,20.0,7.9,6.6,235.0,217.0,1.7-1.7,4 4,7,13.67 20.6 22.78,(57.0),3-1/4
20080915,08,1,極奇妙,6,韋達,133,10,98,時,1210,19.0,21.0,11.0,135.0,102.0,3.6-3.6,9 10,8,13.87 20.88 22.35,(57.1),3-1/2
20080915,08,2,奇異福星,5,都爾,133,3,98,胡,1044,25.0,51.0,36.0,43.0,38.0,9.8-9.8,11 9,9,13.99 20.68 22.78,(57.4),5-3/4
20080915,08,10,帝聖名駒,7,潘頓,119,12,84,時,1087,30.0,44.0,22.0,68.0,62.0,6-6,6 8,10,13.79 20.8 22.89,(57.5),5-3/4
20080915,08,9,盈綵,5,楊明綸,110,2,85,李,1167,17.0,25.0,22.0,69.0,50.0,7.4-7.4,2 2,11,13.55 20.64 23.43,(57.6),6-3/4
20080915,08,7,勇士,5,高雅志,122,5,87,蔡,1212,2.8,2.3,2.7,572.0,262.0,1.4-1.4,3 3,12,13.59 20.64 23.68,(57.9),8-1/2
20080915,08,11,團隊精神,5,黎海榮,115,13,82,徐,1077,35.0,77.0,71.0,21.0,14.0,26-26,5 12,13,13.79 21.12 23.36,(58.3),10-3/4
20080915,08,5,開心之星,7,柏寶,122,0,87,葉,1158,0.0,0.0,0.0,0.0,0.0,0-0,0 0,-,0,(-), 
