Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20080514,05,12,神劍金剛,6,王志偉,109,1,41,葉,1050,8.4,13.0,14.0,110.0,84.0,2.3-4.8,3  4  3,1,28.3	24.6	24.5	23.3,(1.40.7),頭馬
20080514,05,3,驃驥王,4,韋達,130,2,57,摩,1200,2.4,2.4,2.0,778.0,525.0,1.2-1.3,6  6  5,2,28.6	24.6	24.5	23.1,(1.40.8),頭
20080514,05,7,花旗駿雷,5,普萊西,125,4,52,賀,1107,8.0,7.4,8.0,194.0,160.0,1.6-2.8,1  1  1,3,28.1	24.6	24.4	23.7,(1.40.8),頸
20080514,05,4,雙妙星,4,杜利萊,128,7,55,時,1029,22.0,8.5,12.0,120.0,55.0,3.2-7,9  9  8,4,28.8	24.8	24.4	22.9,(1.40.9),3/4
20080514,05,10,皇仁俊駒,4,賴維銘,112,8,41,李,1044,14.0,12.0,10.0,146.0,126.0,1.7-3.4,10  10  10,5,28.9	24.6	24.4	23.1,(1.41.0),1-3/4
20080514,05,9,金獎葡萄,5,冼文諾,119,10,46,胡,1048,10.0,20.0,26.0,59.0,46.0,3.7-8.2,8  8  7,6,28.7	24.6	24.4	23.3,(1.41.0),2
20080514,05,6,即時燦爛,6,梁明偉,123,3,53,徐,1028,15.0,17.0,19.0,78.0,56.0,3.1-6.9,4  5  6,7,28.4	24.7	24.6	23.7,(1.41.4),4-1/2
20080514,05,11,龍騰駿馬,7,黎海榮,111,12,41,吳,1138,35.0,53.0,64.0,23.0,20.0,7.6-17,12  12  11,8,29.2	24.6	24.2	23.6,(1.41.6),5-3/4
20080514,05,2,宇宙良駒,4,徐君禮,127,6,59,東,1053,13.0,16.0,15.0,100.0,77.0,2.4-5.1,2  3  4,9,28.2	24.6	24.7	24.2,(1.41.7),6
20080514,05,8,中國智駒,6,鄭雨滇,117,11,46,姚,1022,17.0,22.0,27.0,56.0,44.0,3.8-8.5,11  11  12,10,29.2	24.6	24.4	23.5,(1.41.7),6-1/4
20080514,05,5,馬必高,5,湯智傑,121,5,53,告,1055,26.0,18.0,26.0,57.0,32.0,4.9-11,5  2  2,11,28.4	24.3	24.5	24.9,(1.42.1),8-3/4
20080514,05,1,駕馭,5,柏寶,133,9,60,文,1052,12.0,8.6,9.9,155.0,110.0,1.9-3.8,7  7  9,12,28.6	24.6	24.8	24.5,(1.42.5),11
