Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20110101,03,13,消費王,6,勞愛德,118,10,41,華,976,14.0,24.0,29.0,50.0,59.0,5.4,12 10,1,25 22.73 22.83,(1.10.56),頭馬
20110101,03,2,多利皇,3,韋達,129,4,52,蔡,1145,2.2,1.8,1.7,826.0,307.0,1.0,3 2,2,24.28 22.89 23.59,(1.10.76),1-1/4
20110101,03,9,新三刀王,3,梁家俊,119,5,47,文,1091,16.0,18.0,15.0,94.0,87.0,3.7,7 5,3,24.64 22.73 23.42,(1.10.79),1-1/2
20110101,03,4,天賜福星,3,杜利萊,129,6,52,摩,1049,6.6,7.7,9.7,149.0,122.0,2.6,1 1,4,24.16 22.77 23.89,(1.10.82),1-1/2
20110101,03,8,好辣椒,5,紀仁安,124,3,47,葉,1120,6.0,5.7,4.8,302.0,205.0,1.6,9 8,5,24.76 22.77 23.45,(1.10.98),2-1/2
20110101,03,1,萬事綵,5,蔡明紹,129,14,54,東,1089,11.0,13.0,14.0,99.0,95.0,3.4,2 3,6,24.2 22.97 23.83,(1.11.00),2-3/4
20110101,03,11,閃耀小子,3,巫斯義,123,12,46,方,1127,27.0,15.0,16.0,87.0,89.0,3.6,8 9,7,24.64 22.93 23.74,(1.11.31),4-3/4
20110101,03,5,勝利大將,4,潘頓,127,1,50,蘇,1079,14.0,24.0,30.0,48.0,51.0,6.3,4 4,8,24.4 22.81 24.16,(1.11.37),5
20110101,03,3,雪米糍,3,梁明偉,126,8,52,何,1085,32.0,34.0,34.0,41.0,36.0,9.0,14 14,9,25.16 22.85 23.44,(1.11.45),5-1/2
20110101,03,7,滿貫之寶,5,郭能,126,9,49,胡,1073,46.0,63.0,85.0,17.0,42.0,7.5,5 6,10,24.4 22.97 24.14,(1.11.51),6
20110101,03,10,卓越駒,4,都爾,124,11,47,徐,1018,92.0,99.0,99.0,5.0,8.0,36.0,13 13,11,25.16 22.81 23.68,(1.11.65),6-3/4
20110101,03,6,咁都得,3,馬偉昌,127,13,50,苗,1143,63.0,99.0,99.0,9.0,13.0,23.0,11 12,12,24.88 22.93 23.99,(1.11.8),7-3/4
20110101,03,14,其蓮如飛,4,黎海榮,116,7,41,姚,1058,57.0,99.0,99.0,8.0,13.0,24.0,6 7,13,24.52 22.93 24.66,(1.12.11),9-3/4
20110101,03,12,興緻高,8,王志偉,115,2,41,李,1048,37.0,53.0,60.0,23.0,49.0,6.6,10 11,14,24.84 22.93 24.79,(1.12.56),12-1/2
