Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20121001,03,7,活力飛駒,7,鄭雨滇,113,2,95,鄭,1196,10.0,9.4,5.9,176.0,117.0,1.6,3 1,1,13.43 20.42 22.3,(0.56.15),頭馬
20121001,03,1,甜將,5,柏寶,133,3,120,摩,1140,4.5,4.2,3.9,268.0,138.0,1.3,5 6,2,13.47 20.7 22.11,(0.56.28),3/4
20121001,03,4,步步快,6,杜利萊,121,1,108,摩,1113,8.2,7.7,8.6,121.0,100.0,1.8,7 7,3,13.75 20.54 22.01,(0.56.3),1
20121001,03,3,高風格,7,梁家俊,122,5,109,告,1196,15.0,22.0,28.0,36.0,39.0,4.7,6 4,4,13.51 20.54 22.52,(0.56.57),2-3/4
20121001,03,2,富貴金龍,6,潘頓,127,4,114,蘇,1223,10.0,19.0,20.0,50.0,53.0,3.5,4 5,5,13.47 20.58 22.73,(0.56.78),4
20121001,03,6,大把在手,5,黎海榮,113,6,100,徐,1145,10.0,20.0,10.0,102.0,69.0,2.6,2 3,6,13.35 20.54 22.93,(0.56.82),4-1/4
20121001,03,5,風火神駒,7,蔡明紹,119,7,106,東,1187,1.9,1.7,2.0,517.0,159.0,1.1,1 2,7,13.27 20.58 23.04,(0.56.89),4-3/4
