Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20090315,06,9,鎗臣,3,白德民,122,5,49,摩,1246,6.1,6.3,5.0,256.0,188.0,2.0,3  3  2,1,25.63 23.59 24.09 23.32,(1.36.6),頭馬
20090315,06,13,威武雄星,3,柏寶,119,9,46,方,1156,10.0,6.2,5.0,258.0,195.0,1.9,9  8  8,2,26.23 23.67 24.09 23.18,(1.37.2),3-1/2
20090315,06,8,招財名駒,4,楊明綸,113,4,50,鄭,1104,26.0,20.0,13.0,96.0,82.0,4.5,2  2  3,3,25.63 23.43 24.41 23.84,(1.37.3),4-1/4
20090315,06,5,吉祥三寶,5,冼毅力,125,7,52,胡,1020,11.0,10.0,13.0,95.0,75.0,4.9,11  12  11,4,26.39 23.95 23.97 23.09,(1.37.4),4-3/4
20090315,06,3,百真,5,梁家俊,121,3,58,葉,1004,15.0,11.0,16.0,78.0,93.0,4.0,5  5  5,5,25.91 23.59 24.13 23.93,(1.37.6),5-3/4
20090315,06,7,駕世鞍,5,杜利萊,123,10,50,安,1033,9.2,10.0,11.0,114.0,117.0,3.1,14  14  12,6,26.87 23.59 23.85 23.32,(1.37.6),6-1/4
20090315,06,11,威陽,4,潘頓,122,1,49,姚,1004,4.4,5.9,6.2,208.0,142.0,2.6,7  6  6,7,26.15 23.51 24.05 24,(1.37.7),6-3/4
20090315,06,10,利之寶,7,韋健仕,122,11,49,沈,1124,14.0,20.0,21.0,58.0,55.0,6.7,12  10  10,8,26.51 23.63 24.05 23.57,(1.37.8),7
20090315,06,14,幸福得寶,8,梁明偉,112,8,42,華,1064,16.0,35.0,35.0,36.0,41.0,8.9,8  9  14,9,26.15 23.95 24.29 23.41,(1.37.8),7-1/4
20090315,06,2,寶天利,5,魯柏軒,126,13,60,徐,1043,24.0,26.0,19.0,66.0,68.0,5.4,1  1  1,10,25.55 23.31 24.45 24.57,(1.37.9),7-3/4
20090315,06,12,全能,3,馬偉昌,121,12,48,告,1230,12.0,10.0,13.0,96.0,88.0,4.2,13  13  13,11,26.59 23.87 23.93 23.52,(1.37.9),8
20090315,06,4,哈哈大少,7,巫斯義,130,14,57,文,1067,11.0,13.0,15.0,86.0,86.0,4.3,10  11  9,12,26.31 23.95 23.85 23.85,(1.38.0),8-1/4
20090315,06,6,甜在心頭,9,賴維銘,122,6,51,吳,1044,34.0,72.0,62.0,20.0,24.0,15.0,6  7  7,13,25.95 23.75 24.01 24.26,(1.38.0),8-1/4
20090315,06,1,業成於思,4,黎海榮,131,2,60,呂,968,15.0,10.0,13.0,94.0,97.0,3.8,4 4 4,14,25.87 23.47 24.25 25.42,(1.39.0),15
