Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20160522,07,13,福勵,5,吳嘉晉,112,11,63,東,1040,24.0,22.0,17.0,123.0,84.0,6.1,11 11 12 13,1,14.35 22.63 23.14 23.77 22.99,(1.46.88),頭馬
20160522,07,6,將才,4,莫雷拉,131,6,77,東,1071,3.4,2.7,3.0,701.0,356.0,1.4,10 9 9 11,2,14.31 22.51 22.94 23.97 23.16,(1.46.89),短頭
20160522,07,14,皇牌,5,蔡明紹,117,9,63,胡,1148,13.0,23.0,24.0,88.0,93.0,5.5,6 10 10 10,3,14.11 22.75 23.02 23.81 23.64,(1.47.33),2-3/4
20160522,07,12,凱明神駒,5,史卓豐,120,1,66,苗,1151,8.4,7.8,9.6,221.0,198.0,2.6,5 5 5 4,4,14.03 22.31 22.94 23.93 24.37,(1.47.58),4-1/4
20160522,07,3,飛皇騰達,4,郭能,132,7,78,賢,1092,13.0,13.0,11.0,182.0,149.0,3.4,1 2 2 1,5,13.79 22.31 22.86 24.01 24.64,(1.47.61),4-1/2
20160522,07,8,琪麟穎,4,蔣嘉琦,120,14,73,葉,1067,4.6,5.2,4.2,499.0,293.0,1.7,8 8 8 9,6,14.19 22.47 22.86 24.17 23.92,(1.47.61),4-1/2
20160522,07,7,雲呢拿,6,何澤堯,127,8,75,方,1079,22.0,48.0,80.0,26.0,31.0,16.0,13 12 11 8,7,14.55 22.47 23.06 23.61 23.97,(1.47.66),5
20160522,07,9,醉必勝,7,潘頓,122,10,68,摩,1091,23.0,19.0,25.0,84.0,83.0,6.1,12 13 14 12,8,14.47 22.67 23.18 23.53 23.88,(1.47.73),5-1/4
20160522,07,11,鋼男,4,柏寶,121,5,67,蔡,1066,17.0,15.0,19.0,108.0,102.0,5.0,3 4 4 3,9,13.83 22.47 22.9 23.93 24.72,(1.47.85),6
20160522,07,4,聰明才智,5,布文,132,2,78,摩,1257,13.0,12.0,6.8,310.0,232.0,2.2,2 1 3 5,10,13.79 22.23 23.02 24.21 24.61,(1.47.86),6-1/4
20160522,07,5,海利多,4,韋達,132,3,78,孫,1028,10.0,11.0,15.0,136.0,126.0,4.1,7 7 7 6,11,14.19 22.43 22.9 23.89 24.56,(1.47.97),6-3/4
20160522,07,2,快樂神駒,4,寶遜,132,12,78,苗,1063,44.0,99.0,180.0,11.0,19.0,25.0,9 6 6 7,12,14.27 22.35 22.86 23.97 25.12,(1.48.57),10-1/2
20160522,07,10,千金一諾,4,梁家俊,120,13,68,容,1108,35.0,99.0,210.0,10.0,15.0,33.0,14 14 13 14,13,14.55 22.67 23.1 23.97 24.36,(1.48.65),11
20160522,07,1,王者無敵,5,雷景勳,133,4,79,高,1156,24.0,22.0,28.0,73.0,82.0,6.2,4 3 1 2,14,13.99 22.23 22.58 24.29 26.19,(1.49.28),15
