Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20150516,01,11,輕越直前,9,蘇狄雄,114,2,23,何,1098,6.8,6.6,6.7,206.0,193.0,2.0,10 8,1,24.23 22.28 22.62,(1.09.13),頭馬
20150516,01,2,帝飛星,4,郭能,133,8,40,高,1064,8.4,9.3,9.3,148.0,164.0,2.4,5 4,2,23.75 22.16 23.31,(1.09.22),1/2
20150516,01,4,陽光王子,7,杜利萊,132,6,39,鄭,1118,11.0,13.0,15.0,89.0,93.0,4.2,7 5,3,24.11 22.08 23.46,(1.09.65),3-1/4
20150516,01,9,元豐泰,7,莫雷拉,126,12,33,吳,1090,6.0,5.7,6.6,207.0,172.0,2.3,1 1,4,23.47 22.12 24.15,(1.09.74),3-3/4
20150516,01,7,永得米,5,梁家俊,128,7,37,文,1092,14.0,15.0,15.0,88.0,78.0,5.0,2 3,5,23.47 22.32 24.04,(1.09.83),4-1/2
20150516,01,8,執子之手,5,楊明綸,126,10,35,呂,1206,32.0,35.0,47.0,29.0,38.0,10.0,3 2,6,23.55 22.16 24.18,(1.09.89),4-3/4
20150516,01,6,齊飛,5,羅理雅,130,4,37,葉,1066,8.6,7.5,5.5,247.0,210.0,1.9,8 7,7,24.11 22.28 23.53,(1.09.92),5
20150516,01,3,皇龍動力,4,潘頓,132,3,39,苗,1206,3.8,3.2,3.2,430.0,265.0,1.5,9 10,8,24.23 22.48 23.27,(1.09.98),5-1/4
20150516,01,12,鑽飾天使,7,田泰安,114,11,21,胡,1094,17.0,19.0,21.0,63.0,64.0,6.1,12 12,9,24.39 22.56 23.25,(1.10.2),6-3/4
20150516,01,10,贏馬加鞭,3,黃皓楠,111,1,28,摩,1156,11.0,13.0,16.0,82.0,66.0,5.9,4 6,10,23.67 22.52 24.13,(1.10.32),7-1/2
20150516,01,5,樂家將,4,柏寶,130,9,37,沈,1082,56.0,72.0,73.0,18.0,24.0,16.0,11 11,11,24.31 22.6 23.65,(1.10.56),9
20150516,01,1,巴其利,7,薛寶力,133,5,40,時,1150,20.0,23.0,23.0,59.0,64.0,6.1,6 9,12,24.03 22.64 24.3,(1.10.97),11-1/2
20150527,08,6,勢必跑,4,郭能,121,13,86,方,1034,18.0,21.0,14.0,187.0,235.0,3.0,4 5 5 9,13,13.63 22.4 23.54 25.21 28.86,(1.53.64),37-1/4
20150527,07,1,卓爾名駒,5,楊明綸,131,14,80,呂,1212,16.0,23.0,16.0,132.0,137.0,4.9,5 3 10,14,28.37 22.87 25.05 25.9,(1.42.19),18-1/4
