Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20090328,08,12,魄力之城,7,黎海榮,121,5,81,李,1191,11.0,14.0,12.0,123.0,110.0,3.1,1  1,1,24.92 23.66 22.2,(1.10.8),頭馬
20090328,08,9,贏得住,5,徐君禮,122,1,83,賀,1072,9.0,11.0,9.0,172.0,162.0,2.1,3  2,2,25.2 23.58 22.13,(1.10.9),3/4
20090328,08,11,精彩,4,勞愛德,124,3,82,苗,1142,18.0,23.0,23.0,65.0,63.0,5.4,5  3,3,25.28 23.62 22.35,(1.11.2),3
20090328,08,2,紀利威龍,4,韋健仕,130,7,88,摩,1214,2.2,1.9,1.8,873.0,302.0,1.1,4  5,4,25.24 23.86 22.21,(1.11.3),3-1/4
20090328,08,10,太陽能,5,楊明綸,114,12,82,鄭,1063,22.0,24.0,13.0,114.0,112.0,3.0,12  10,5,25.84 23.7 21.88,(1.11.4),4
20090328,08,3,星運伯爵,4,都爾,128,13,86,方,1025,12.0,14.0,20.0,75.0,67.0,5.1,11  13,6,25.84 23.86 21.75,(1.11.4),4-1/4
20090328,08,6,超力駒,3,蘇狄雄,117,10,85,何,1087,32.0,49.0,52.0,29.0,32.0,10.0,14  14,7,26.08 23.82 21.76,(1.11.7),5-1/2
20090328,08,5,砲嘜,5,賴維銘,126,2,86,時,1054,14.0,12.0,17.0,87.0,96.0,3.5,6  7,8,25.44 23.9 22.33,(1.11.7),5-1/2
20090328,08,13,大將雄心,3,蔡明紹,115,4,85,東,1033,12.0,14.0,20.0,76.0,61.0,5.5,9  11,9,25.64 24.02 22.08,(1.11.7),6
20090328,08,8,靚得開心,4,冼毅力,125,14,83,呂,1133,23.0,32.0,40.0,39.0,33.0,10.0,13  12,10,25.96 23.7 22.09,(1.11.8),6
20090328,08,7,高峰,4,梁家俊,116,9,84,沈,1193,29.0,42.0,30.0,51.0,45.0,7.4,2  4,11,25.04 23.86 23.26,(1.12.2),8-1/2
20090328,08,1,幸福紅椒,4,韋達,131,6,89,文,1106,13.0,8.0,10.0,152.0,115.0,2.9,7  6,12,25.48 23.66 23.05,(1.12.2),8-3/4
20090328,08,14,金剛驃,3,冼文諾,118,11,81,蘇,1139,66.0,99.0,99.0,12.0,13.0,24.0,8  8,13,25.64 23.74 22.92,(1.12.3),9-1/2
20090328,08,4,金財子,4,潘頓,128,8,86,姚,1092,29.0,39.0,62.0,25.0,22.0,14.0,10 9,14,25.72 23.74 23.54,(1.13.0),14
