Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20140510,01,10,贏啲啲,9,黎海榮,111,1,19,李,1101,7.8,7.8,8.6,146.0,153.0,2.4,5  2,1,23.96 22.46 24.08,(1.10.5),頭馬
20140510,01,8,彩球,5,布文,121,9,28,沈,1219,23.0,25.0,21.0,59.0,84.0,4.4,9  3,2,24.36 22.3 23.9,(1.10.56),頸
20140510,01,9,履皇朝,6,湯智傑,115,2,24,吳,1172,37.0,29.0,40.0,31.0,32.0,11.0,1  1,3,23.8 22.42 24.55,(1.10.77),1-3/4
20140510,01,4,好爽趣,4,杜利萊,128,4,35,鄭,994,14.0,12.0,15.0,82.0,82.0,4.5,11  7,4,24.88 22.18 23.81,(1.10.87),2-1/4
20140510,01,2,巴其利,6,韋達,133,10,40,時,1136,7.4,8.4,9.7,129.0,125.0,3.0,3  4,5,23.8 22.94 24.49,(1.11.23),4-1/2
20140510,01,7,逍遙駿將,4,蔡明紹,123,7,30,東,1073,8.0,10.0,9.6,131.0,118.0,3.2,10  8,6,24.44 22.62 24.17,(1.11.23),4-1/2
20140510,01,12,燈火輝煌,5,田泰安,113,6,15,容,1076,9.8,7.1,7.6,164.0,161.0,2.3,8  10,7,24.2 23.3 24.16,(1.11.66),7-1/4
20140510,01,5,金瀛,5,郭能,126,3,33,徐,1058,5.8,8.9,4.7,268.0,202.0,1.8,4  6,8,23.96 22.98 24.98,(1.11.92),8-3/4
20140510,01,11,非常好,8,吳嘉晉,108,11,16,胡,971,18.0,41.0,35.0,35.0,55.0,6.8,12  11,9,25.04 22.62 24.36,(1.12.02),9-1/2
20140510,01,3,溫暖先鋒,6,潘頓,130,5,37,賢,1049,3.7,2.9,3.4,364.0,232.0,1.6,6  9,10,24.04 23.3 25.41,(1.12.75),14
20140510,01,6,大威風,4,蘇狄雄,122,8,31,何,1053,28.0,17.0,17.0,70.0,76.0,4.9,2  5,11,23.8 22.98 26.71,(1.13.49),18-3/4
20140510,01,1,好威龍,4,貝湯美,133,12,40,文,1223,19.0,21.0,27.0,45.0,46.0,8.1,7  12,12,24.04 24.58 54.95,(1.43.57),206-3/4
