Date,RaceNumber,HorseNo,HorseName,Age,JockeyName,ActualWt,Draw,Rate,Owner,DeclarHorseWt,WinOddBeforeNight,WinOddBeforeGate,WinOdd,WinInTenThousand,PInTenThousand,P_Odd,PlaceInMiddle,Place,TimeInMiddle,FinishTime,LBW
20161227,07,8,威勢之寶,6,蘇兆輝,117,2,44,呂,1137,5.8,7.1,7.1,269.0,225.0,2.4,10 10 8,1,29.1 23.1 23.01 24.83,(1.40.04),頭馬
20161227,07,4,安友,3,韋紀力,130,6,57,蔡,1052,4.2,6.1,7.9,241.0,201.0,2.6,2 2 2,2,28.14 23.22 23.05 25.75,(1.40.16),3/4
20161227,07,11,事必獲利,6,祖格拉,115,8,42,方,1104,60.0,72.0,57.0,33.0,51.0,10.0,12 11 11,3,29.42 22.98 23.21 24.72,(1.40.33),1-3/4
20161227,07,5,合拍飛龍,4,莫雷拉,123,13,50,摩,1188,3.4,4.7,3.2,603.0,338.0,1.6,1 1 1,4,28.02 23.26 22.89 26.24,(1.40.41),2-1/4
20161227,07,13,大道至公,4,黎海榮,114,12,41,鄭,1132,50.0,45.0,41.0,46.0,55.0,9.6,6 3 3,5,28.54 22.9 23.25 25.74,(1.40.43),2-1/2
20161227,07,9,旅英駿爵,5,莫艾誠,119,11,44,文,1141,86.0,90.0,89.0,21.0,29.0,17.0,4 5 5,6,28.34 23.26 23.33 25.57,(1.40.5),3
20161227,07,12,四平八穩,6,楊明綸,112,10,41,容,965,16.0,12.0,13.0,147.0,148.0,3.6,11 12 9,7,29.34 23.14 23.05 25.04,(1.40.57),3-1/4
20161227,07,3,獨具慧眼,6,梁家俊,129,14,58,賀,1129,23.0,15.0,10.0,179.0,176.0,3.0,14 13 13,8,29.86 22.86 23.09 24.8,(1.40.61),3-1/2
20161227,07,7,威震天,4,郭能,122,3,49,姚,1073,17.0,15.0,14.0,129.0,132.0,4.0,3 4 4,9,28.22 23.3 23.25 25.85,(1.40.62),3-3/4
20161227,07,6,鑽之友,5,何澤堯,120,1,49,吳,1026,35.0,28.0,25.0,74.0,67.0,7.9,8 9 10,10,28.7 23.46 23.41 25.06,(1.40.63),3-3/4
20161227,07,2,奪目商人,7,潘頓,132,7,59,蘇,1102,5.7,4.3,5.5,346.0,311.0,1.7,9 8 6,11,28.9 23.06 23.05 25.64,(1.40.65),3-3/4
20161227,07,1,開心旅程,6,蘇狄雄,131,5,60,何,1062,20.0,7.9,12.0,151.0,127.0,4.2,5 7 7,12,28.38 23.46 23.25 25.75,(1.40.84),5
20161227,07,14,靚先生,5,吳嘉晉,109,9,41,賢,1058,30.0,42.0,39.0,48.0,52.0,10.0,13 14 14,13,29.66 23.1 23.57 25.09,(1.41.42),8-3/4
20161227,07,10,明多多,6,巴度,117,4,44,高,1115,48.0,46.0,54.0,35.0,36.0,14.0,7 6 12,14,28.62 23.1 23.97 25.86,(1.41.55),9-1/2
