,horse_name,win_loss_rate,is_winner
0, 全勝福星,18.0,0
1, 神殿    ,8.15,0
2, 飛天快馬,75.0,0
3, 勁飛飛  ,16.0,0
4, 友誼奧運,6.8,0
5, 金球    ,41.0,0
6, 七星仔  ,4.85,0
7, 愛拼者贏,24.0,0
8, 足球大師,48.0,0
9, 川河飛駒,8.0,0
10, 稻庭烏冬,3.4,1
11, 碧綠駿駒,25.0,0
12, 果然勁  ,15.0,0
