,horse_name,win_loss_rate,is_winner
0, 幸運神駒,41.0,0
1, 盟友,16.0,0
2, 吐氣揚眉,13.0,0
3, 明確,4.1,0
4, 真係贏,10.0,0
5, 鼓浪洞天,14.0,0
6, 飛快贏,37.0,0
7, 利之寶,13.0,0
8, 得眾,6.8,0
9, 富貴玲瓏,67.0,0
10, 又威,3.9,1
11, 路路旺,8.2,0
