,horse_name,win_loss_rate,is_winner
0, 喜喜精神,18.0,0
1, 新力鷹  ,88.0,0
2, 馬主明星,4.7,0
3, 紅衣神仙,5.45,0
4, 興趣    ,99.0,0
5, 深智能業,38.0,0
6, 喜來仙子,14.0,0
7, 金鼎之寶,99.0,0
8, 豐華盛甲,14.0,0
9, 至勝威龍,6.5,0
10, 得掂    ,99.0,0
11, 時來威龍,19.0,0
12, 勇創潮流,99.0,0
13, 你知我贏,2.8,1
