,horse_name,win_loss_rate,is_winner
0, 快達小子,7.35,0
1, 鑽石瑪瑙,18.0,0
2, 好笑容  ,17.0,0
3, 金巴利來,24.0,0
4, 地上最強,96.0,0
5, 厲行星  ,21.0,0
6, 森泉贏  ,13.0,0
7, 淡淡定  ,55.0,0
8, 你好我好,5.45,0
9, 好辣椒  ,2.75,1
10, 壽比南山,51.0,0
11, 劍臣    ,13.0,0
12, 天寶之威,15.0,0
13, 合利高  ,14.0,0
