,horse_name,win_loss_rate,is_winner
0, 士多啤梨,18.0,0
1, 鎖定目標,23.0,0
2, 旅遊小子,11.0,0
3, 龍的傳說,4.95,0
4, 財駿福星,11.0,0
5, 星際雄師,8.75,0
6, 牛精富星,48.0,0
7, 多贏勁駒,14.0,0
8, 駿馬大師,99.0,0
9, 勝利福星,3.65,1
10, 怒火優勢,12.0,0
11, 旺舖福星,5.8,0
