,horse_name,win_loss_rate,is_winner
0, 中華英雄,9.35,0
1, 鼓浪晨曦,3.3,1
2, 中國陸家,4.65,0
3, 電子精英,95.0,0
4, 步步叻  ,16.0,0
5, 福駿    ,80.0,0
6, 進明神駒,99.0,0
7, 威陽    ,19.0,0
8, 強駒    ,27.0,0
9, 尖子    ,7.65,0
10, 首騎士  ,16.0,0
11, 喜在心頭,15.0,0
12, 賞心    ,8.2,0
13, 活力驍  ,30.0,0
