,horse_name,win_loss_rate,is_winner
0, 星運主帥,7.1,0
1, 陽明先鋒,24.0,0
2, 代言人,7.3,0
3, 密令神駒,25.0,0
4, 太陽威力,3.9,1
5, 精神,10.0,0
6, 首騎士,9.6,0
7, 搶首,29.0,0
8, 重疊歡笑,99.0,0
9, 利是錢,5.9,0
10, 事必得,24.0,0
11, 超級神駒,13.0,0
12, 德雲才智,30.0,0
13, 鴻福星威,24.0,0
