,horse_name,win_loss_rate,is_winner
0, 多綵    ,56.0,0
1, 路路好  ,11.0,0
2, 安安良駒,99.0,0
3, 齊飛    ,9.4,0
4, 金煌    ,99.0,0
5, 要風得鋒,2.0,1
6, 神采商人,36.0,0
7, 氣勢如虹,7.85,0
8, 權駿精英,20.0,0
9, 真寶馬  ,42.0,0
10, 快快贏  ,26.0,0
11, 無敵王者,5.85,0
12, 勝捷勝  ,33.0,0
13, 中國好  ,62.0,0
