,horse_name,win_loss_rate,is_winner
0, 雄心威龍,4.15,0
1, 軍事攻略,9.95,0
2, 精彩日子,2.45,1
3, 拜倫勳爵,81.0,0
4, 瑞士名錶,23.0,0
5, 大賽波士,11.0,0
6, 滿綵    ,57.0,0
7, 唐鮑思高,99.0,0
8, 狩獵專家,79.0,0
9, 包裝博士,5.35,0
10, 包裝選擇,90.0,0
11, 馴優馬  ,11.0,0
