,horse_name,win_loss_rate,is_winner
0, 京城孖寶,18.0,0
1, 亞洲橙王,1.9,1
2, 龍武軍  ,4.8,0
3, 電子精英,23.0,0
4, 駿盈    ,14.0,0
5, 金大人  ,37.0,0
6, 富有心得,53.0,0
7, 聚豪駿駒,99.0,0
8, 三扒兩撥,30.0,0
9, 翔德    ,32.0,0
10, 大師傅  ,8.85,0
11, 馬主叻  ,11.0,0
