,horse_name,win_loss_rate,is_winner
0, 自由飛翔,7.3,0
1, 強中堅  ,2.35,1
2, 相中有你,75.0,0
3, 五星特工,4.8,0
4, 通勝    ,17.0,0
5, 皇帝誥令,6.95,0
6, 富貴榮華,22.0,0
7, 非凡者  ,12.0,0
8, 元豐泰  ,50.0,0
9, 烈風小子,99.0,0
10, 我是高手,38.0,0
11, 皇龍寶駒,21.0,0
