,horse_name,win_loss_rate,is_winner
0, 高耀之威,25.0,0
1, 喜綵    ,10.0,0
2, 新意思  ,3.95,1
3, 馬有成  ,15.0,0
4, 奄尖大少,8.8,0
5, 永得勝  ,4.95,0
6, 可愛人生,37.0,0
7, 福到財星,7.05,0
8, 卡加小子,11.0,0
9, 消費王  ,7.25,0
10, 森淼獵鷹,17.0,0
