,horse_name,win_loss_rate,is_winner
0, 勁友福  ,99.0,0
1, 好心思  ,4.1,0
2, 太陽海岸,99.0,0
3, 勁飛揚  ,99.0,0
4, 綠色威  ,2.15,1
5, 馬上得勝,99.0,0
6, 醉喜    ,24.0,0
7, 戰士    ,22.0,0
8, 龍華太旨,11.0,0
9, 時來威龍,32.0,0
10, 甜蝦王  ,8.8,0
11, 樂有贏  ,12.0,0
12, 威威加瑪,16.0,0
13, 寶樹高盈,54.0,0
