,horse_name,win_loss_rate,is_winner
0, 開心歡樂,99.0,0
1, 高手    ,13.0,0
2, 智友    ,6.3,0
3, 好芝味  ,25.0,0
4, 雨電風雷,10.0,0
5, 納帕二號,6.6,0
6, 傳奇快車,7.45,0
7, 飛快勇  ,36.0,0
8, 太平星  ,8.4,0
9, 揀得正  ,48.0,0
10, 本地實力,37.0,0
11, 金瑞    ,99.0,0
12, 極速之星,99.0,0
13, 曬冷王  ,2.9,1
