,horse_name,win_loss_rate,is_winner
0, 彩利    ,12.0,0
1, 旺家多寶,28.0,0
2, 手機皇  ,5.7,0
3, 奄尖大少,14.0,0
4, 勇先生  ,8.55,0
5, 百威將領,5.85,0
6, 帶福來  ,43.0,0
7, 掌金    ,73.0,0
8, 喜相逢  ,11.0,0
9, 壯烈雄心,6.65,0
10, 奪目星光,3.7,1
11, 故園情  ,49.0,0
