,horse_name,win_loss_rate,is_winner
0, 俊歡騰,3.1,1
1, 綠色天地,20.0,0
2, 勁好聲,7.1,0
3, 跑得好,42.0,0
4, 創佳績,8.3,0
5, 五穀豐收,20.0,0
6, 打邊爐,43.0,0
7, 真叻仔,3.2,0
8, 財到得勝,9.2,0
9, 同心拍檔,32.0,0
10, 信寶,68.0,0
11, 超力威,32.0,0
