,horse_name,win_loss_rate,is_winner
0, 好球    ,9.4,0
1, 勇進    ,6.7,0
2, 千杯豪情,7.55,0
3, 飛翔星  ,99.0,0
4, 皇龍大師,9.5,0
5, 幸運新寶,29.0,0
6, 常盈多  ,27.0,0
7, 長勝勇將,10.0,0
8, 瀟洒勁龍,30.0,0
9, 有智者  ,5.95,0
10, 君悅灣  ,4.15,1
11, 勇先生  ,26.0,0
12, 勁加勁  ,26.0,0
13, 樂在其中,36.0,0
