,horse_name,win_loss_rate,is_winner
0, 首騎士,23.0,0
1, 機靈勝,3.25,1
2, 招積仔,5.1,0
3, 悅目,10.0,0
4, 奇寵,19.0,0
5, 大紅人,9.4,0
6, 好來好去,5.9,0
7, 得意勝,63.0,0
8, 金好彩,36.0,0
9, 開心天地,18.0,0
10, 勝德寶,24.0,0
11, 七星樂園,12.0,0
12, 奧利皇子,96.0,0
13, 龍嘜,56.0,0
