,horse_name,win_loss_rate,is_winner
0, 勁好聲  ,15.0,0
1, 安畋    ,3.95,1
2, 非我莫屬,10.0,0
3, 財到得勝,6.5,0
4, 萬事喜  ,35.0,0
5, 不老英雄,15.0,0
6, 神州六號,8.9,0
7, 聚寶駒  ,22.0,0
8, 勇猛神駒,5.0,0
9, 瀟洒叻龍,24.0,0
10, 鐵拳    ,6.45,0
