,horse_name,win_loss_rate,is_winner
0, 大將軍  ,2.8,1
1, 風馳電掣,16.0,0
2, 傑出君子,18.0,0
3, 鼓浪春風,13.0,0
4, 時時有機,15.0,0
5, 駿威煌  ,12.0,0
6, 華劍寶  ,18.0,0
7, 新三刀王,30.0,0
8, 愛蓮說  ,7.75,0
9, 劍臣    ,35.0,0
10, 上浦駿將,20.0,0
11, 放縱    ,33.0,0
12, 實在好  ,5.7,0
13, 塑料勁  ,38.0,0
