,horse_name,win_loss_rate,is_winner
0, 常開心  ,5.25,0
1, 皇仁威龍,8.15,0
2, 董事長  ,83.0,0
3, 自成一格,11.0,0
4, 皇龍寶駒,23.0,0
5, 龍騰虎震,13.0,0
6, 長勝勇將,3.25,1
7, 飛翔星  ,7.45,0
8, 駕翠    ,17.0,0
9, 進攻足球,23.0,0
10, 靚橙    ,9.45,0
11, 好球    ,28.0,0
