,horse_name,win_loss_rate,is_winner
0, 絕塵    ,1.95,1
1, 至上    ,6.15,0
2, 金鑾殿  ,32.0,0
3, 美妙選擇,2.2,0
4, 京樂飛翔,16.0,0
